gene_id	CHROM	POS	STRAND	gene_name	interval
ENSG00000120656	chr1	28969517	-	TAF12	chr1:28915835-28969597
ENSG00000162419	chr1	28995291	+	GMEB1	chr1:28995244-29045865
ENSG00000198492	chr1	29063270	+	YTHDF2	chr1:29063133-29096287
ENSG00000116329	chr1	29138653	+	OPRD1	chr1:29138654-29190208
ENSG00000159023	chr1	29213602	+	EPB41	chr1:29213603-29446553
ENSG00000253304	chr1	29449013	-	TMEM200B	chr1:29445940-29450447
ENSG00000116350	chr1	29508499	-	SRSF4	chr1:29474255-29508499
ENSG00000116353	chr1	29557444	-	MECR	chr1:29519385-29557454
ENSG00000060656	chr1	29563027	+	PTPRU	chr1:29563028-29653325
ENSG00000162510	chr1	31196434	-	MATN1	chr1:31184124-31196434
ENSG00000162511	chr1	31230667	-	LAPTM5	chr1:31205316-31230667
ENSG00000162512	chr1	31381608	-	SDC3	chr1:31342314-31381608
ENSG00000134644	chr1	31538542	-	PUM1	chr1:31404353-31538838
ENSG00000084628	chr1	31712401	-	NKAIN1	chr1:31652592-31712401
ENSG00000060688	chr1	31769617	-	SNRNP40	chr1:31732417-31769662
ENSG00000121766	chr1	31769854	+	ZCCHC17	chr1:31769842-31837783
ENSG00000121769	chr1	31845923	-	FABP3	chr1:31838472-31849697
ENSG00000168528	chr1	31882411	+	SERINC2	chr1:31882412-31907525
ENSG00000142910	chr1	32042135	+	TINAGL1	chr1:32042116-32053288
ENSG00000121764	chr1	32083300	+	HCRTR1	chr1:32083287-32098119
ENSG00000162517	chr1	32110488	-	PEF1	chr1:32095463-32110497
ENSG00000084636	chr1	32169920	-	COL16A1	chr1:32117848-32169920
ENSG00000121753	chr1	32229636	-	BAI2	chr1:32192718-32230494
ENSG00000134668	chr1	32281652	-	SPOCD1	chr1:32256023-32281652
ENSG00000184007	chr1	32403988	-	PTP4A2	chr1:32372022-32410457
ENSG00000121774	chr1	32479429	+	KHDRBS1	chr1:32479430-32526451
ENSG00000121775	chr1	32538502	+	TMEM39B	chr1:32537632-32568467
ENSG00000025800	chr1	32573638	+	KPNA6	chr1:32573639-32642169
ENSG00000084652	chr1	32645665	+	TXLNA	chr1:32645287-32663886
ENSG00000160050	chr1	32665986	+	CCDC28B	chr1:32665987-32670988
ENSG00000222046	chr1	32674694	+	DCDC2B	chr1:32674695-32681797
ENSG00000160055	chr1	32687926	-	TMEM234	chr1:32680073-32687972
ENSG00000084623	chr1	32687970	+	EIF3I	chr1:32687529-32697205
ENSG00000182866	chr1	32716839	+	LCK	chr1:32716840-32751766
ENSG00000116478	chr1	32757686	+	HDAC1	chr1:32757687-32799236
ENSG00000175130	chr1	32801980	-	MARCKSL1	chr1:32799433-32801980
ENSG00000162526	chr1	32827797	+	TSSK3	chr1:32817122-32829913
ENSG00000273274	chr1	32930669	+	ZBTB8B	chr1:32930670-32962287
ENSG00000160062	chr1	33005027	+	ZBTB8A	chr1:33005028-33071540
ENSG00000176261	chr1	33116185	-	ZBTB8OS	chr1:33065773-33116504
ENSG00000162521	chr1	33116748	+	RBBP4	chr1:33116743-33151812
ENSG00000162520	chr1	33168720	-	SYNC	chr1:33145507-33169197
ENSG00000162522	chr1	33207485	+	KIAA1522	chr1:33207486-33240571
ENSG00000116497	chr1	33283155	+	S100PBP	chr1:33282368-33324476
ENSG00000134684	chr1	33283754	-	YARS	chr1:33240840-33283754
ENSG00000160097	chr1	33336414	-	FNDC5	chr1:33327869-33338083
ENSG00000121905	chr1	33352035	+	HPCA	chr1:33351595-33364042
ENSG00000121900	chr1	33366959	-	TMEM54	chr1:33360195-33367039
ENSG00000116514	chr1	33430286	-	RNF19B	chr1:33402046-33430286
ENSG00000004455	chr1	33502593	-	AK2	chr1:33473585-33546597
ENSG00000142920	chr1	33546713	+	ADC	chr1:33546705-33586131
ENSG00000116525	chr1	33647267	-	TRIM62	chr1:33611003-33647660
ENSG00000160094	chr1	33722173	+	ZNF362	chr1:33722146-33766320
ENSG00000184389	chr1	33786699	-	A3GALT2	chr1:33772367-33786699
ENSG00000134686	chr1	33841194	-	PHC2	chr1:33789224-33896653
ENSG00000121903	chr1	33938245	+	ZSCAN20	chr1:33938246-33962107
ENSG00000176256	chr1	34326100	+	HMGB4	chr1:34326076-34330392
ENSG00000121904	chr1	34631443	-	CSMD2	chr1:33979609-34631443
ENSG00000142698	chr1	34643270	+	C1orf94	chr1:34632484-34684732
ENSG00000189280	chr1	35220647	+	GJB5	chr1:35220648-35224113
ENSG00000189433	chr1	35225341	+	GJB4	chr1:35225342-35229325
ENSG00000188910	chr1	35246789	+	GJB3	chr1:35246790-35251970
ENSG00000187513	chr1	35258598	+	GJA4	chr1:35258599-35261348
ENSG00000163866	chr1	35325417	-	SMIM12	chr1:35178338-35325417
ENSG00000116544	chr1	35395186	-	DLGAP3	chr1:35331037-35395186
ENSG00000243749	chr1	35450954	-	ZMYM6NB	chr1:35447136-35450954
ENSG00000163867	chr1	35497569	-	ZMYM6	chr1:35449523-35497569
ENSG00000197056	chr1	35544991	+	ZMYM1	chr1:35525387-35581460
ENSG00000116560	chr1	35658749	-	SFPQ	chr1:35641979-35658749
ENSG00000146463	chr1	35734567	+	ZMYM4	chr1:35734568-35887659
ENSG00000142687	chr1	36023014	-	KIAA0319L	chr1:35899091-36023551
ENSG00000020129	chr1	36023408	+	NCDN	chr1:36023074-36032875
ENSG00000116819	chr1	36038970	+	TFAP2E	chr1:36038971-36060929
ENSG00000126067	chr1	36107445	-	PSMB2	chr1:36067185-36107445
ENSG00000142686	chr1	36185073	-	C1orf216	chr1:36179476-36185073
ENSG00000092853	chr1	36235529	-	CLSPN	chr1:36185819-36235568
ENSG00000134698	chr1	36273772	+	AGO4	chr1:36273773-36323491
ENSG00000092847	chr1	36348809	+	AGO1	chr1:36335409-36395211
ENSG00000126070	chr1	36396678	+	AGO3	chr1:36396319-36538101
ENSG00000092850	chr1	36549675	+	TEKT2	chr1:36549676-36553876
ENSG00000116863	chr1	36554475	+	ADPRHL2	chr1:36554476-36559533
ENSG00000171812	chr1	36590821	-	COL8A2	chr1:36560837-36590821
ENSG00000054116	chr1	36615070	-	TRAPPC3	chr1:36602173-36615098
ENSG00000116871	chr1	36621802	+	MAP7D1	chr1:36621180-36646450
ENSG00000054118	chr1	36690016	+	THRAP3	chr1:36690017-36770958
ENSG00000214193	chr1	36771993	+	SH3D21	chr1:36771988-36790484
ENSG00000142694	chr1	36789755	-	EVA1B	chr1:36787632-36789755
ENSG00000196182	chr1	36851485	-	STK40	chr1:36805225-36851497
ENSG00000181817	chr1	36863493	-	LSM10	chr1:36856839-36863493
ENSG00000116885	chr1	36916052	-	OSCP1	chr1:36881428-36916086
ENSG00000116898	chr1	36930038	-	MRPS15	chr1:36921319-36930038
ENSG00000119535	chr1	36948879	-	CSF3R	chr1:36931644-36948879
ENSG00000163873	chr1	37499726	-	GRIK3	chr1:37261128-37499730
ENSG00000163874	chr1	37940152	+	ZC3H12A	chr1:37940153-37949980
ENSG00000163875	chr1	37980364	-	MEAF6	chr1:37958176-37980375
ENSG00000163877	chr1	38019903	-	SNIP1	chr1:38000050-38019903
ENSG00000163879	chr1	38022519	+	DNALI1	chr1:38022520-38032458
ENSG00000134697	chr1	38061522	-	GNL2	chr1:38032417-38061536
ENSG00000169218	chr1	38100491	-	RSPO1	chr1:38076951-38100595
ENSG00000116922	chr1	38156192	-	C1orf109	chr1:38147242-38157914
ENSG00000134690	chr1	38158089	+	CDCA8	chr1:38158090-38175391
ENSG00000183317	chr1	38230738	-	EPHA10	chr1:38179552-38230805
ENSG00000185090	chr1	38259473	+	MANEAL	chr1:38259474-38266809
ENSG00000196449	chr1	38273857	-	YRDC	chr1:38268616-38273857
ENSG00000188786	chr1	38325292	-	MTF1	chr1:38275239-38325292
ENSG00000204084	chr1	38412723	-	INPP5B	chr1:38326369-38412729
ENSG00000183431	chr1	38456593	-	SF3A3	chr1:38422647-38456593
ENSG00000183386	chr1	38471177	-	FHL3	chr1:38462442-38471278
ENSG00000183520	chr1	38478413	+	UTP11L	chr1:38474930-38490496
ENSG00000185668	chr1	38512450	-	POU3F1	chr1:38509523-38512450
ENSG00000116954	chr1	39325495	-	RRAGC	chr1:39303870-39325495
ENSG00000214114	chr1	39339777	-	MYCBP	chr1:39328636-39347289
ENSG00000131233	chr1	39347289	-	GJA9	chr1:39330175-39347289
ENSG00000158315	chr1	39392509	-	RHBDL2	chr1:39351479-39407471
ENSG00000174574	chr1	39456894	+	AKIRIN1	chr1:39456895-39471731
ENSG00000168653	chr1	39491989	+	NDUFS5	chr1:39491990-39500308
ENSG00000127603	chr1	39549033	+	MACF1	chr1:39546988-39952849
ENSG00000183682	chr1	39957317	+	BMP8A	chr1:39957318-39991607
ENSG00000090621	chr1	40042073	-	PABPC4	chr1:40026488-40042462
ENSG00000163909	chr1	40105617	-	HEYL	chr1:40089825-40105617
ENSG00000116981	chr1	40137710	-	NT5C1A	chr1:40124793-40137710
ENSG00000116983	chr1	40157361	-	HPCAL4	chr1:40144320-40157361
ENSG00000084072	chr1	40204572	+	PPIE	chr1:40157854-40229586
ENSG00000198754	chr1	40237020	-	OXCT2	chr1:40235195-40237020
ENSG00000116985	chr1	40254533	-	BMP8B	chr1:40222854-40254533
ENSG00000043514	chr1	40349178	-	TRIT1	chr1:40306723-40349183
ENSG00000116990	chr1	40367685	-	MYCL	chr1:40361098-40367928
ENSG00000168389	chr1	40420821	+	MFSD2A	chr1:40420802-40435638
ENSG00000131236	chr1	40505904	+	CAP1	chr1:40505905-40538321
ENSG00000131238	chr1	40563375	-	PPT1	chr1:40538379-40563375
ENSG00000117000	chr1	40627044	+	RLF	chr1:40627045-40706593
ENSG00000188800	chr1	40713572	+	TMCO2	chr1:40711619-40717363
ENSG00000084073	chr1	40723778	+	ZMPSTE24	chr1:40723779-40759856
ENSG00000049089	chr1	40782966	-	COL9A2	chr1:40766159-40783488
ENSG00000084070	chr1	40839368	+	SMAP2	chr1:40810522-40888998
ENSG00000187801	chr1	40915778	+	ZFP69B	chr1:40915774-40929390
ENSG00000187815	chr1	40942886	+	ZFP69	chr1:40942887-40962015
ENSG00000164002	chr1	40974418	+	EXO5	chr1:40974413-40982228
ENSG00000117010	chr1	40997232	+	ZNF684	chr1:40997233-41013841
ENSG00000117016	chr1	41131329	-	RIMS3	chr1:41086351-41131329
ENSG00000066136	chr1	41157387	+	NFYC	chr1:41157320-41237275
ENSG00000117013	chr1	41249683	+	KCNQ4	chr1:41249684-41306124
ENSG00000179862	chr1	41328018	-	CITED4	chr1:41326729-41328018
ENSG00000171793	chr1	41445006	+	CTPS1	chr1:41445007-41478235
ENSG00000171790	chr1	41488909	-	SLFNL1	chr1:41481269-41488909
ENSG00000010803	chr1	41627104	-	SCMH1	chr1:41492872-41707826
ENSG00000204060	chr1	41827593	+	FOXO6	chr1:41827594-41849262
ENSG00000127129	chr1	41950342	-	EDN2	chr1:41944446-41950344
ENSG00000127124	chr1	42384169	-	HIVEP3	chr1:41972036-42501596
ENSG00000044012	chr1	42619091	+	GUCA2B	chr1:42619092-42621495
ENSG00000197273	chr1	42630389	-	GUCA2A	chr1:42628362-42630389
ENSG00000198815	chr1	42800636	-	FOXJ3	chr1:42642210-42801548
ENSG00000177181	chr1	42846476	+	RIMKLA	chr1:42846466-42888249
ENSG00000066185	chr1	42921938	-	ZMYND12	chr1:42896000-42921938
ENSG00000127125	chr1	42922229	+	PPCS	chr1:42921788-42939056
ENSG00000186409	chr1	42929024	+	CCDC30	chr1:42929001-43120335
ENSG00000171960	chr1	43124095	+	PPIH	chr1:43124096-43142429
ENSG00000065978	chr1	43148097	+	YBX1	chr1:43148098-43168020
ENSG00000164007	chr1	43205925	-	CLDN19	chr1:43198764-43205925
ENSG00000117385	chr1	43232683	-	LEPRE1	chr1:43212006-43232755
ENSG00000164008	chr1	43232939	+	C1orf50	chr1:43232940-43263968
ENSG00000164010	chr1	43282801	+	ERMAP	chr1:43282795-43310660
ENSG00000177868	chr1	43282923	-	CCDC23	chr1:43272723-43282954
ENSG00000164011	chr1	43312306	+	ZNF691	chr1:43312280-43318148
ENSG00000117394	chr1	43424501	-	SLC2A1	chr1:43391052-43424530
ENSG00000117395	chr1	43638241	-	EBNA1BP2	chr1:43629846-43736607
ENSG00000179178	chr1	43735695	+	TMEM125	chr1:43735665-43739673
ENSG00000253313	chr1	43751250	-	C1orf210	chr1:43747554-43751288
ENSG00000066056	chr1	43766663	+	TIE1	chr1:43766664-43788779
ENSG00000117400	chr1	43803477	+	MPL	chr1:43803478-43818443
ENSG00000117399	chr1	43824683	+	CDC20	chr1:43824626-43828874
ENSG00000066322	chr1	43833689	-	ELOVL1	chr1:43829068-43833696
ENSG00000159479	chr1	43855479	-	MED8	chr1:43849588-43855479
ENSG00000198198	chr1	43855639	+	SZT2	chr1:43855553-43918321
ENSG00000178922	chr1	43919660	-	HYI	chr1:43916824-43919660
ENSG00000142949	chr1	43996546	+	PTPRF	chr1:43990858-44089343
ENSG00000066135	chr1	44115828	+	KDM4A	chr1:44115829-44171186
ENSG00000126091	chr1	44173217	+	ST3GAL3	chr1:44171495-44396831
ENSG00000117407	chr1	44398991	+	ARTN	chr1:44398992-44402913
ENSG00000117408	chr1	44412610	+	IPO13	chr1:44412611-44433694
ENSG00000132768	chr1	44435675	+	DPH2	chr1:44435672-44439041
ENSG00000117410	chr1	44440319	+	ATP6V0B	chr1:44440159-44443967
ENSG00000117411	chr1	44445658	+	B4GALT2	chr1:44444615-44456840
ENSG00000159214	chr1	44457279	+	CCDC24	chr1:44457031-44462200
ENSG00000196517	chr1	44482997	-	SLC6A9	chr1:44457172-44497139
ENSG00000171872	chr1	44584521	+	KLF17	chr1:44584522-44600812
ENSG00000178028	chr1	44679162	+	DMAP1	chr1:44679127-44686353
ENSG00000117419	chr1	44820880	-	ERI3	chr1:44686742-44820932
ENSG00000187147	chr1	44870865	+	RNF220	chr1:44870866-45117396
ENSG00000126106	chr1	45140227	-	TMEM53	chr1:45100910-45140227
ENSG00000142945	chr1	45205491	+	KIF2C	chr1:45205490-45233439
ENSG00000142937	chr1	45241108	+	RPS8	chr1:45240923-45244451
ENSG00000142959	chr1	45253377	-	BEST4	chr1:45249257-45253377
ENSG00000173846	chr1	45265896	+	PLK3	chr1:45265897-45271662
ENSG00000188396	chr1	45272957	-	TCTEX1D4	chr1:45271585-45272957
ENSG00000117425	chr1	45308735	-	PTCH2	chr1:45285516-45308735
ENSG00000070785	chr1	45452282	-	EIF2B3	chr1:45316450-45452282
ENSG00000126107	chr1	45477001	-	HECTD3	chr1:45468212-45477001
ENSG00000126088	chr1	45477818	+	UROD	chr1:45477819-45481247
ENSG00000162415	chr1	45672228	-	ZSWIM5	chr1:45482071-45771881
ENSG00000186603	chr1	45792544	+	HPDL	chr1:45792545-45794347
ENSG00000132773	chr1	45805341	+	TOE1	chr1:45805342-45809647
ENSG00000132781	chr1	45806060	-	MUTYH	chr1:45794835-45806142
ENSG00000070759	chr1	45956838	-	TESK2	chr1:45809555-45956872
ENSG00000132763	chr1	45965724	+	MMACHC	chr1:45965725-45976739
ENSG00000117450	chr1	45987609	-	PRDX1	chr1:45976708-45988719
ENSG00000117448	chr1	46016214	+	AKR1A1	chr1:46016215-46035721
ENSG00000132780	chr1	46049731	+	NASP	chr1:46049518-46084566
ENSG00000159588	chr1	46089729	-	CCDC17	chr1:46085716-46089729
ENSG00000159592	chr1	46152302	-	GPBP1L1	chr1:46092976-46153785
ENSG00000159596	chr1	46152885	+	TMEM69	chr1:46152886-46160115
ENSG00000197429	chr1	46216321	-	IPP	chr1:46159996-46216322
ENSG00000086015	chr1	46269284	+	MAST2	chr1:46252659-46501796
ENSG00000117461	chr1	46598314	-	PIK3R3	chr1:46505812-46642160
ENSG00000117472	chr1	46640758	+	TSPAN1	chr1:46640745-46651630
ENSG00000171357	chr1	46669005	+	LURAP1	chr1:46669006-46686933
ENSG00000085998	chr1	46685977	-	POMGNT1	chr1:46654354-46685977
ENSG00000085999	chr1	46713403	+	RAD54L	chr1:46713360-46744145
ENSG00000132128	chr1	46769280	-	LRRC41	chr1:46726868-46769280
ENSG00000173660	chr1	46769302	+	UQCRH	chr1:46769303-46782448
ENSG00000117481	chr1	46805848	+	NSUN4	chr1:46805849-46830824
ENSG00000117480	chr1	46859936	+	FAAH	chr1:46859937-46879520
ENSG00000197587	chr1	46972668	+	DMBX1	chr1:46972668-46979898
ENSG00000162456	chr1	47016887	-	KNCN	chr1:47011316-47017199
ENSG00000079277	chr1	47069886	-	MKNK1	chr1:47023090-47082515
ENSG00000142961	chr1	47080805	-	MOB3C	chr1:47073387-47082563
ENSG00000123472	chr1	47134126	-	ATPAF1	chr1:47098409-47139539
ENSG00000186118	chr1	47137499	+	TEX38	chr1:47134527-47139266
ENSG00000159658	chr1	47184736	-	EFCAB14	chr1:47124366-47184824
ENSG00000142973	chr1	47264717	+	CYP4B1	chr1:47223510-47285085
ENSG00000187048	chr1	47407137	-	CYP4A11	chr1:47394849-47407156
ENSG00000186377	chr1	47489239	+	CYP4X1	chr1:47427036-47516423
ENSG00000186160	chr1	47533159	+	CYP4Z1	chr1:47533160-47583991
ENSG00000162365	chr1	47603126	+	CYP4A22	chr1:47603107-47615413
ENSG00000162366	chr1	47655727	-	PDZK1IP1	chr1:47649265-47656716
ENSG00000162367	chr1	47695443	-	TAL1	chr1:47681962-47697892
ENSG00000123473	chr1	47779812	-	STIL	chr1:47715811-47779819
ENSG00000162368	chr1	47799468	+	CMPK1	chr1:47799469-47844511
ENSG00000186790	chr1	47881743	+	FOXE3	chr1:47881744-47883723
ENSG00000186564	chr1	47901688	+	FOXD2	chr1:47901689-47906363
ENSG00000269113	chr1	48462567	-	TRABD2B	chr1:48226200-48462567
ENSG00000117834	chr1	48688358	+	SLC5A9	chr1:48688357-48714316
ENSG00000132122	chr1	48937845	-	SPATA6	chr1:48761044-48937845
ENSG00000162373	chr1	49242590	-	BEND5	chr1:49193195-49242641
ENSG00000186094	chr1	50489585	-	AGBL4	chr1:48998527-50489585
ENSG00000162374	chr1	50571963	+	ELAVL4	chr1:50513686-50669458
ENSG00000142700	chr1	50889172	-	DMRTA2	chr1:50883222-50889172
ENSG00000185104	chr1	51425935	-	FAF1	chr1:50905150-51425935
ENSG00000123080	chr1	51426416	+	CDKN2C	chr1:51426417-51440305
ENSG00000204006	chr1	51567905	+	C1orf185	chr1:51567906-51613752
ENSG00000123091	chr1	51701942	+	RNF11	chr1:51701943-51739127
ENSG00000085831	chr1	51810788	-	TTC39A	chr1:51752930-51810788
ENSG00000085832	chr1	51985000	-	EPS15	chr1:51819935-51985000
ENSG00000117859	chr1	52082763	+	OSBPL9	chr1:52042851-52254889
ENSG00000078618	chr1	52344477	-	NRD1	chr1:52254863-52344477
ENSG00000169213	chr1	52456436	-	RAB3B	chr1:52373628-52456436
ENSG00000198841	chr1	52499488	-	KTI12	chr1:52497775-52499488
ENSG00000134717	chr1	52521796	+	BTF3L4	chr1:52521797-52556388
ENSG00000117862	chr1	52521843	-	TXNDC12	chr1:52485803-52521843
ENSG00000157077	chr1	52608045	+	ZFYVE9	chr1:52608046-52812358
ENSG00000154222	chr1	52831865	-	CC2D1B	chr1:52811395-52831865
ENSG00000085840	chr1	52870131	-	ORC1	chr1:52838501-52870131
ENSG00000134748	chr1	52870235	+	PRPF38A	chr1:52870236-52886511
ENSG00000134744	chr1	53018654	-	ZCCHC11	chr1:52873954-53019159
ENSG00000116157	chr1	53068043	+	GPX7	chr1:53068044-53074723
ENSG00000182183	chr1	53099015	+	FAM159A	chr1:53099016-53135355
ENSG00000162377	chr1	53164038	-	COA7	chr1:53152508-53164038
ENSG00000162378	chr1	53192180	+	ZYG11B	chr1:53192126-53293014
ENSG00000203995	chr1	53308407	+	ZYG11A	chr1:53308183-53360670
ENSG00000121310	chr1	53387439	-	ECHDC2	chr1:53361656-53392884
ENSG00000116171	chr1	53392900	+	SCP2	chr1:53392901-53517375
ENSG00000174348	chr1	53527884	+	PODN	chr1:53527854-53551174
ENSG00000162383	chr1	53608249	-	SLC1A7	chr1:53552855-53608289
ENSG00000157184	chr1	53662100	+	CPT2	chr1:53662101-53679869
ENSG00000162384	chr1	53686289	-	C1orf123	chr1:53679771-53686289
ENSG00000162385	chr1	53704282	-	MAGOH	chr1:53692564-53704282
ENSG00000157193	chr1	53793686	-	LRP8	chr1:53711217-53793742
ENSG00000143006	chr1	53925071	+	DMRTB1	chr1:53925072-53933161
ENSG00000174332	chr1	54199877	-	GLIS1	chr1:53971910-54199877
ENSG00000058804	chr1	54304533	-	NDC1	chr1:54231133-54304533
ENSG00000058799	chr1	54355453	-	YIPF1	chr1:54317392-54356407
ENSG00000211452	chr1	54359859	+	DIO1	chr1:54356912-54376759
ENSG00000081870	chr1	54411602	-	HSPB11	chr1:54382247-54411602
ENSG00000203985	chr1	54483803	-	LDLRAD1	chr1:54474412-54483856
ENSG00000116209	chr1	54519111	-	TMEM59	chr1:54497347-54519177
ENSG00000116205	chr1	54519273	+	TCEANC2	chr1:54519260-54578192
ENSG00000157211	chr1	54619443	-	CDCP2	chr1:54598747-54619443
ENSG00000215883	chr1	54662167	-	CYB5RL	chr1:54638009-54665709
ENSG00000116221	chr1	54665839	+	MRPL37	chr1:54649714-54691137
ENSG00000198711	chr1	54703709	+	SSBP3-AS1	chr1:54703710-54704736
ENSG00000157216	chr1	54872092	-	SSBP3	chr1:54691105-54879152
ENSG00000162390	chr1	55013900	+	ACOT11	chr1:55007930-55104865
ENSG00000162391	chr1	55089229	-	FAM151A	chr1:55074855-55089229
ENSG00000184313	chr1	55107465	+	MROH7	chr1:55107463-55175939
ENSG00000162396	chr1	55230187	-	PARS2	chr1:55222571-55230187
ENSG00000162398	chr1	55271774	+	C1orf177	chr1:55271736-55307925
ENSG00000116133	chr1	55352891	-	DHCR24	chr1:55315306-55352891
ENSG00000143001	chr1	55446464	+	TMEM61	chr1:55446465-55457966
ENSG00000162399	chr1	55464605	+	BSND	chr1:55464606-55476556
ENSG00000169174	chr1	55505220	+	PCSK9	chr1:55505221-55530525
ENSG00000162402	chr1	55680786	-	USP24	chr1:55532032-55680786
ENSG00000162407	chr1	57045241	-	PPAP2B	chr1:56960419-57110974
ENSG00000162409	chr1	57110994	+	PRKAA2	chr1:57110995-57181008
ENSG00000187889	chr1	57285044	-	C1orf168	chr1:57184477-57285369
ENSG00000157131	chr1	57320478	+	C8A	chr1:57320479-57383894
ENSG00000021852	chr1	57431688	-	C8B	chr1:57394883-57431813
ENSG00000173406	chr1	57889729	-	DAB1	chr1:57460451-59012406
ENSG00000162600	chr1	59012472	-	OMA1	chr1:58881056-59012474
ENSG00000184292	chr1	59043166	-	TACSTD2	chr1:59041099-59043166
ENSG00000162601	chr1	59165764	-	MYSM1	chr1:59120411-59165764
ENSG00000177606	chr1	59249785	-	JUN	chr1:59246465-59249785
ENSG00000172456	chr1	59762652	+	FGGY	chr1:59762310-60233347
ENSG00000134709	chr1	60280532	+	HOOK1	chr1:60280458-60342050
ENSG00000134716	chr1	60392462	-	CYP2J2	chr1:60358980-60392462
ENSG00000162599	chr1	61547533	+	NFIA	chr1:61330931-61928465
ENSG00000162604	chr1	62191095	-	TM2D1	chr1:62146718-62191095
ENSG00000132849	chr1	62208148	+	INADL	chr1:62208149-62629592
ENSG00000240563	chr1	62660502	+	L1TD1	chr1:62660503-62678000
ENSG00000132854	chr1	62785085	-	KANK4	chr1:62702651-62785085
ENSG00000162607	chr1	62902325	+	USP1	chr1:62901968-62917475
ENSG00000132855	chr1	63063157	+	ANGPTL3	chr1:63063158-63071830
ENSG00000116641	chr1	63153953	-	DOCK7	chr1:62920399-63153969
ENSG00000125703	chr1	63249805	+	ATG4C	chr1:63249806-63331184
ENSG00000187140	chr1	63788729	+	FOXD3	chr1:63788730-63790797
ENSG00000088035	chr1	63833260	+	ALG6	chr1:63833261-63904233
ENSG00000142856	chr1	63988865	-	ITGB3BP	chr1:63906441-64059392
ENSG00000203965	chr1	63989060	+	EFCAB7	chr1:63989043-64038364
ENSG00000079739	chr1	64088763	+	PGM1	chr1:64058947-64125916
ENSG00000185483	chr1	64239713	+	ROR1	chr1:64239693-64647181
ENSG00000177414	chr1	64669489	+	UBE2U	chr1:64669310-64733051
ENSG00000158966	chr1	64936474	+	CACHD1	chr1:64936428-65158741
ENSG00000162437	chr1	65210777	+	RAVER2	chr1:65210778-65298915
ENSG00000162434	chr1	65432187	-	JAK1	chr1:65298912-65432187
ENSG00000162433	chr1	65613512	+	AK4	chr1:65613232-65697828
ENSG00000116675	chr1	65775227	+	DNAJC6	chr1:65713902-65881552
ENSG00000213625	chr1	65886269	+	LEPROT	chr1:65886270-65901690
ENSG00000116678	chr1	65886334	+	LEPR	chr1:65886248-66107242
ENSG00000184588	chr1	66258196	+	PDE4B	chr1:66258197-66840259
ENSG00000118473	chr1	66999964	+	SGIP1	chr1:66999066-67213982
ENSG00000152760	chr1	67218142	+	TCTEX1D1	chr1:67218142-67244470
ENSG00000172410	chr1	67266939	-	INSL5	chr1:67263424-67266939
ENSG00000152763	chr1	67390570	-	WDR78	chr1:67278568-67390570
ENSG00000198160	chr1	67390641	+	MIER1	chr1:67390578-67454302
ENSG00000116704	chr1	67519782	-	SLC35D1	chr1:67465015-67519782
ENSG00000162594	chr1	67632082	+	IL23R	chr1:67632083-67725662
ENSG00000081985	chr1	67773046	+	IL12RB2	chr1:67773047-67862583
ENSG00000142864	chr1	67896069	-	SERBP1	chr1:67873493-67896098
ENSG00000116717	chr1	68150743	+	GADD45A	chr1:68150744-68154021
ENSG00000172380	chr1	68299150	-	GNG12	chr1:68167149-68299150
ENSG00000162595	chr1	68517314	-	DIRAS3	chr1:68511645-68517314
ENSG00000116729	chr1	68698228	-	WLS	chr1:68564142-68698803
ENSG00000116745	chr1	68915642	-	RPE65	chr1:68894505-68915642
ENSG00000024526	chr1	68962797	-	DEPDC1	chr1:68939835-68962904
ENSG00000033122	chr1	70225857	+	LRRC7	chr1:70034081-70617628
ENSG00000066557	chr1	70671303	-	LRRC40	chr1:70610488-70671303
ENSG00000116754	chr1	70671406	+	SRSF11	chr1:70671365-70718735
ENSG00000118454	chr1	70820405	-	ANKRD13C	chr1:70726271-70820417
ENSG00000197568	chr1	70820518	+	HHLA3	chr1:70820488-70851022
ENSG00000116761	chr1	70876954	+	CTH	chr1:70876901-70905534
ENSG00000050628	chr1	71513471	-	PTGER3	chr1:71318036-71513491
ENSG00000132485	chr1	71546980	-	ZRANB2	chr1:71528974-71546980
